matchKey,homeId,awayId,eventIndex,team,zona,chanceType,xg,finalizacao,reflexo,goal
1-17,1,17,0,mandante,ATA,NORMAL,0.6000,78,99,0
1-17,1,17,1,visitante,VOL,NORMAL,0.1662,87,85,1
1-17,1,17,2,mandante,ATA,NORMAL,0.6000,78,99,0
1-17,1,17,5,mandante,MEI,NORMAL,0.4789,78,99,1
35-54,35,54,0,mandante,MEI,NORMAL,0.6000,64,78,0
35-54,35,54,1,mandante,ATA,NORMAL,0.6000,64,78,0
35-54,35,54,2,visitante,MEI,NORMAL,0.2045,50,87,0
35-54,35,54,3,mandante,VOL,NORMAL,0.2550,64,78,0
35-54,35,54,4,mandante,VOL,NORMAL,0.2550,64,78,0
35-54,35,54,5,mandante,VOL,NORMAL,0.2550,64,78,1
35-54,35,54,6,visitante,LAT,NORMAL,0.0511,50,87,0
35-54,35,54,7,mandante,ATA,NORMAL,0.6000,64,78,1
16-60,16,60,0,visitante,ATA,DIRECT_FK,0.0223,49,99,0
16-60,16,60,1,visitante,VOL,NORMAL,0.0631,49,99,0
16-60,16,60,2,mandante,ATA,NORMAL,0.6000,89,81,1
16-60,16,60,3,mandante,LAT,NORMAL,0.2243,89,81,0
16-60,16,60,5,mandante,ATA,NORMAL,0.6000,89,81,0
45-31,45,31,0,visitante,ATA,NORMAL,0.6000,70,80,1
45-31,45,31,1,visitante,ATA,NORMAL,0.6000,70,80,1
45-31,45,31,2,visitante,ZAG,NORMAL,0.0372,70,80,0
45-31,45,31,3,visitante,ATA,NORMAL,0.6000,70,80,0
46-42,46,42,0,visitante,MEI,NORMAL,0.2394,48,82,0
46-42,46,42,1,mandante,ATA,NORMAL,0.6000,54,70,1
46-42,46,42,2,visitante,VOL,NORMAL,0.0998,48,82,0
46-42,46,42,3,visitante,ATA,NORMAL,0.3990,48,82,0
77-79,77,79,1,visitante,MEI,NORMAL,0.2492,41,68,0
77-79,77,79,2,mandante,ATA,NORMAL,0.6000,47,67,0
77-79,77,79,4,visitante,LAT,NORMAL,0.0623,41,68,0
77-79,77,79,5,visitante,MEI,NORMAL,0.2492,41,68,0
77-79,77,79,7,visitante,ATA,NORMAL,0.4154,41,68,0
51-45,51,45,0,visitante,ATA,PENALTY,0.2987,57,82,0
51-45,51,45,1,visitante,ATA,NORMAL,0.5217,57,82,0
51-45,51,45,2,visitante,MEI,NORMAL,0.3130,57,82,0
51-45,51,45,3,visitante,MEI,NORMAL,0.3130,57,82,0
37-45,37,45,0,visitante,LAT,NORMAL,0.0514,57,97,0
37-45,37,45,1,visitante,MEI,NORMAL,0.2055,57,97,0
37-45,37,45,2,mandante,MEI,NORMAL,0.6000,75,80,1
37-45,37,45,3,mandante,LAT,NORMAL,0.1680,75,80,0
37-45,37,45,5,mandante,LAT,PENALTY,0.3900,75,80,0
37-45,37,45,6,mandante,ATA,NORMAL,0.6000,75,80,0
21-4,21,4,0,mandante,ATA,NORMAL,0.6000,72,85,0
21-4,21,4,1,mandante,ZAG,NORMAL,0.0343,72,85,0
21-4,21,4,2,mandante,ZAG,NORMAL,0.0343,72,85,0
21-4,21,4,3,visitante,ATA,NORMAL,0.6000,72,98,1
21-4,21,4,4,mandante,LAT,NORMAL,0.1028,72,85,0
21-4,21,4,5,mandante,LAT,NORMAL,0.1028,72,85,0
78-32,78,32,0,visitante,ATA,NORMAL,0.6000,72,58,0
78-32,78,32,1,visitante,MEI,PENALTY,0.4714,72,58,1
78-32,78,32,2,visitante,ATA,NORMAL,0.6000,72,58,1
78-32,78,32,3,mandante,ATA,NORMAL,0.2762,39,96,1
78-32,78,32,4,mandante,LAT,NORMAL,0.0414,39,96,0
78-32,78,32,5,mandante,ATA,NORMAL,0.2762,39,96,0
78-32,78,32,6,mandante,MEI,NORMAL,0.1657,39,96,0
57-17,57,17,0,visitante,MEI,NORMAL,0.6000,87,83,0
57-17,57,17,1,mandante,MEI,NORMAL,0.2416,57,99,0
57-17,57,17,2,mandante,MEI,NORMAL,0.2416,57,99,0
57-17,57,17,3,visitante,ATA,NORMAL,0.6000,87,83,1
57-17,57,17,4,mandante,LAT,NORMAL,0.0604,57,99,0
57-17,57,17,5,visitante,ATA,NORMAL,0.6000,87,83,0
57-17,57,17,6,visitante,VOL,NORMAL,0.2554,87,83,0
57-17,57,17,7,mandante,ATA,NORMAL,0.4027,57,99,0
39-17,39,17,0,visitante,LAT,NORMAL,0.1068,87,95,0
39-17,39,17,1,visitante,ATA,NORMAL,0.6000,87,95,0
39-17,39,17,2,visitante,ATA,NORMAL,0.6000,87,95,1
39-17,39,17,3,mandante,ATA,NORMAL,0.6000,76,99,1
39-17,39,17,4,visitante,ATA,NORMAL,0.6000,87,95,1
39-17,39,17,5,visitante,ATA,NORMAL,0.6000,87,95,1
50-23,50,23,0,mandante,ATA,NORMAL,0.5034,55,92,1
50-23,50,23,1,visitante,MEI,NORMAL,0.4094,67,84,0
50-23,50,23,2,mandante,MEI,NORMAL,0.3021,55,92,0
50-23,50,23,3,visitante,MEI,NORMAL,0.4094,67,84,1
50-23,50,23,4,visitante,ATA,NORMAL,0.6000,67,84,0
50-23,50,23,6,visitante,MEI,NORMAL,0.4094,67,84,0
50-23,50,23,7,mandante,MEI,NORMAL,0.3021,55,92,0
19-4,19,4,1,visitante,ZAG,NORMAL,0.0300,72,99,0
19-4,19,4,2,mandante,ATA,NORMAL,0.6000,80,85,0
19-4,19,4,3,mandante,ATA,NORMAL,0.6000,80,85,1
19-4,19,4,5,mandante,ATA,NORMAL,0.6000,80,85,0
19-4,19,4,6,mandante,ATA,NORMAL,0.6000,80,85,1
19-4,19,4,7,visitante,LAT,NORMAL,0.0900,72,99,0
19-4,19,4,8,visitante,ZAG,NORMAL,0.0300,72,99,0
26-69,26,69,0,visitante,ATA,NORMAL,0.1871,39,94,0
26-69,26,69,1,visitante,LAT,NORMAL,0.0281,39,94,0
26-69,26,69,2,mandante,LAT,NORMAL,0.3105,75,57,0
26-69,26,69,3,visitante,MEI,NORMAL,0.1122,39,94,0
26-69,26,69,4,mandante,LAT,NORMAL,0.3105,75,57,0
26-69,26,69,5,mandante,ATA,NORMAL,0.6000,75,57,0
23-71,23,71,0,visitante,LAT,NORMAL,0.0334,43,92,0
23-71,23,71,1,mandante,ATA,NORMAL,0.6000,67,65,0
23-71,23,71,2,mandante,ATA,NORMAL,0.6000,67,65,1
23-71,23,71,3,mandante,ATA,NORMAL,0.6000,67,65,0
23-71,23,71,4,mandante,ATA,NORMAL,0.6000,67,65,1
22-55,22,55,0,visitante,ATA,NORMAL,0.3207,54,96,0
22-55,22,55,1,mandante,ATA,NORMAL,0.6000,76,79,1
22-55,22,55,2,mandante,ATA,DIRECT_FK,0.0426,76,79,0
22-55,22,55,4,mandante,LAT,NORMAL,0.1777,76,79,0
22-55,22,55,5,mandante,MEI,NORMAL,0.6000,76,79,0
22-55,22,55,6,visitante,MEI,NORMAL,0.1924,54,96,1
16-21,16,21,0,visitante,MEI,NORMAL,0.2992,72,99,0
16-21,16,21,1,mandante,ATA,NORMAL,0.6000,89,98,1
16-21,16,21,2,visitante,ATA,NORMAL,0.4987,72,99,0
16-21,16,21,3,mandante,MEI,CORNER,0.0289,89,98,0
39-3,39,3,0,visitante,ATA,NORMAL,0.6000,75,95,1
39-3,39,3,1,mandante,LAT,NORMAL,0.1070,76,82,0
39-3,39,3,2,visitante,ATA,NORMAL,0.6000,75,95,0
39-3,39,3,3,mandante,ZAG,CORNER,0.0308,76,82,0
39-3,39,3,4,visitante,MEI,NORMAL,0.4185,75,95,1
39-3,39,3,5,mandante,MEI,NORMAL,0.4279,76,82,1
39-3,39,3,6,visitante,ZAG,NORMAL,0.0349,75,95,0
28-61,28,61,0,mandante,MEI,NORMAL,0.6000,70,62,1
28-61,28,61,1,mandante,LAT,PENALTY,0.4427,70,62,0
28-61,28,61,2,mandante,ATA,NORMAL,0.6000,70,62,0
28-61,28,61,3,visitante,ATA,NORMAL,0.2354,43,93,0
28-61,28,61,4,mandante,ATA,NORMAL,0.6000,70,62,1
51-54,51,54,0,visitante,ZAG,NORMAL,0.0207,50,82,0
51-54,51,54,1,visitante,ATA,NORMAL,0.4132,50,82,1
51-54,51,54,2,mandante,MEI,NORMAL,0.4920,58,78,0
51-54,51,54,3,mandante,ATA,NORMAL,0.6000,58,78,1
51-54,51,54,4,mandante,LAT,NORMAL,0.1230,58,78,0
51-54,51,54,5,mandante,MEI,NORMAL,0.4920,58,78,1
42-34,42,34,1,visitante,ZAG,NORMAL,0.0441,68,70,1
42-34,42,34,2,mandante,ATA,NORMAL,0.4266,48,89,0
42-34,42,34,3,visitante,MEI,CORNER,0.0319,68,70,0
42-34,42,34,4,visitante,ATA,NORMAL,0.6000,68,70,0
42-34,42,34,5,mandante,MEI,NORMAL,0.2560,48,89,0
42-34,42,34,6,mandante,ATA,NORMAL,0.4266,48,89,1
42-34,42,34,7,mandante,LAT,NORMAL,0.0640,48,89,0
8-58,8,58,0,mandante,LAT,NORMAL,0.1911,81,83,0
8-58,8,58,1,mandante,LAT,NORMAL,0.1911,81,83,1
8-58,8,58,2,visitante,ATA,NORMAL,0.3118,59,99,1
8-58,8,58,3,visitante,ATA,PENALTY,0.2460,59,99,0
8-58,8,58,4,mandante,ATA,NORMAL,0.6000,81,83,1
59-71,59,71,0,visitante,ZAG,NORMAL,0.0133,43,84,0
59-71,59,71,1,mandante,ATA,NORMAL,0.6000,59,65,1
59-71,59,71,2,visitante,MEI,NORMAL,0.1598,43,84,0
59-71,59,71,3,visitante,ZAG,NORMAL,0.0133,43,84,0
32-59,32,59,0,mandante,ATA,NORMAL,0.6000,72,84,1
32-59,32,59,1,visitante,MEI,NORMAL,0.2295,59,96,0
32-59,32,59,2,visitante,LAT,NORMAL,0.0574,59,96,0
32-59,32,59,3,mandante,ATA,CORNER,0.0287,72,84,0
32-59,32,59,4,mandante,MEI,NORMAL,0.5783,72,84,0
32-59,32,59,5,visitante,ATA,NORMAL,0.3824,59,96,0
32-59,32,59,6,visitante,LAT,DIRECT_FK,0.0274,59,96,0
32-59,32,59,7,visitante,MEI,NORMAL,0.2295,59,96,1
32-59,32,59,8,visitante,MEI,NORMAL,0.2295,59,96,0
72-77,72,77,0,visitante,ATA,NORMAL,0.5133,47,65,1
72-77,72,77,1,visitante,LAT,NORMAL,0.0770,47,65,0
72-77,72,77,2,visitante,VOL,NORMAL,0.1283,47,65,0
72-77,72,77,3,visitante,ATA,NORMAL,0.5133,47,65,0
13-32,13,32,1,visitante,MEI,NORMAL,0.2789,72,99,1
13-32,13,32,2,visitante,ATA,NORMAL,0.4648,72,99,1
69-80,69,80,0,visitante,ATA,NORMAL,0.5834,44,57,1
69-80,69,80,1,mandante,VOL,NORMAL,0.1387,39,70,0
69-80,69,80,2,visitante,ATA,NORMAL,0.5834,44,57,1
69-80,69,80,3,visitante,LAT,NORMAL,0.0875,44,57,0
69-80,69,80,4,mandante,VOL,NORMAL,0.1387,39,70,0
72-11,72,11,0,visitante,LAT,NORMAL,0.2357,86,65,0
72-11,72,11,1,visitante,VOL,NORMAL,0.3929,86,65,0
72-11,72,11,2,visitante,VOL,NORMAL,0.3929,86,65,0
72-11,72,11,3,mandante,MEI,NORMAL,0.1455,42,99,0
72-11,72,11,4,mandante,MEI,NORMAL,0.1455,42,99,0
67-78,67,78,0,visitante,MEI,NORMAL,0.2455,39,69,1
67-78,67,78,1,visitante,ZAG,NORMAL,0.0205,39,69,0
67-78,67,78,2,mandante,ATA,NORMAL,0.6000,44,58,1
67-78,67,78,3,visitante,MEI,NORMAL,0.2455,39,69,0
67-78,67,78,4,visitante,ATA,NORMAL,0.4092,39,69,0
67-78,67,78,5,mandante,MEI,NORMAL,0.4750,44,58,0
42-69,42,69,0,mandante,MEI,CORNER,0.0267,48,57,0
42-69,42,69,1,visitante,ZAG,NORMAL,0.0165,39,70,0
42-69,42,69,2,mandante,MEI,NORMAL,0.6000,48,57,1
42-69,42,69,3,mandante,LAT,NORMAL,0.1587,48,57,0
42-69,42,69,4,mandante,ATA,NORMAL,0.6000,48,57,1
42-69,42,69,5,mandante,ATA,NORMAL,0.6000,48,57,0
42-69,42,69,7,visitante,ATA,NORMAL,0.3293,39,70,0
42-69,42,69,8,mandante,VOL,NORMAL,0.2644,48,57,0
25-62,25,62,0,mandante,MEI,NORMAL,0.6000,75,58,1
25-62,25,62,1,mandante,ATA,NORMAL,0.6000,75,58,1
25-62,25,62,2,mandante,ATA,NORMAL,0.6000,75,58,1
25-62,25,62,3,visitante,MEI,NORMAL,0.1011,35,98,0
2-65,2,65,0,mandante,ATA,NORMAL,0.6000,75,55,0
2-65,2,65,1,visitante,MEI,NORMAL,0.1020,35,84,0
2-65,2,65,2,visitante,LAT,NORMAL,0.0255,35,84,0
2-65,2,65,3,mandante,MEI,NORMAL,0.6000,75,55,1
2-65,2,65,4,mandante,MEI,NORMAL,0.6000,75,55,0
40-54,40,54,0,mandante,ATA,NORMAL,0.6000,65,78,1
40-54,40,54,1,visitante,ATA,NORMAL,0.3240,50,90,1
40-54,40,54,2,visitante,ATA,PENALTY,0.2415,50,90,0
40-54,40,54,4,mandante,ZAG,PENALTY,0.3511,65,78,0
40-54,40,54,5,mandante,MEI,NORMAL,0.6000,65,78,1
40-54,40,54,6,mandante,ATA,NORMAL,0.6000,65,78,1
40-54,40,54,7,visitante,ATA,NORMAL,0.3240,50,90,0
6-27,6,27,0,visitante,LAT,NORMAL,0.0678,73,99,0
6-27,6,27,1,mandante,VOL,NORMAL,0.2317,79,92,0
6-27,6,27,2,visitante,VOL,NORMAL,0.1129,73,99,0
6-27,6,27,3,visitante,ATA,NORMAL,0.4517,73,99,0
69-49,69,49,0,mandante,ATA,NORMAL,0.4184,39,74,1
69-49,69,49,1,visitante,MEI,NORMAL,0.5468,56,57,0
69-49,69,49,2,mandante,LAT,NORMAL,0.0628,39,74,0
69-49,69,49,3,mandante,LAT,NORMAL,0.0628,39,74,1
69-49,69,49,4,visitante,MEI,DIRECT_FK,0.0406,56,57,0
77-32,77,32,0,mandante,ATA,NORMAL,0.3278,47,96,0
77-32,77,32,1,visitante,LAT,NORMAL,0.1654,72,68,1
77-32,77,32,2,visitante,ATA,NORMAL,0.6000,72,68,1
77-32,77,32,3,visitante,ATA,NORMAL,0.6000,72,68,1
77-32,77,32,4,visitante,ATA,NORMAL,0.6000,72,68,0
33-27,33,27,0,mandante,ZAG,DIRECT_FK,0.0345,72,92,0
33-27,33,27,1,visitante,ATA,NORMAL,0.5513,73,94,1
33-27,33,27,2,mandante,MEI,NORMAL,0.4501,72,92,1
33-27,33,27,3,visitante,VOL,NORMAL,0.1378,73,94,0
33-27,33,27,4,visitante,ATA,NORMAL,0.5513,73,94,1
33-27,33,27,5,mandante,MEI,NORMAL,0.4501,72,92,0
33-27,33,27,6,visitante,ATA,NORMAL,0.5513,73,94,1
33-27,33,27,7,mandante,MEI,NORMAL,0.4501,72,92,1
59-51,59,51,1,mandante,VOL,NORMAL,0.1867,59,82,1
59-51,59,51,2,visitante,MEI,NORMAL,0.2929,58,84,0
59-51,59,51,3,mandante,ATA,NORMAL,0.6000,59,82,1
59-51,59,51,4,mandante,ATA,NORMAL,0.6000,59,82,1
59-51,59,51,6,visitante,VOL,NORMAL,0.1220,58,84,0
59-51,59,51,7,visitante,MEI,NORMAL,0.2929,58,84,0
59-51,59,51,8,mandante,ATA,PENALTY,0.3078,59,82,0
32-23,32,23,0,mandante,ATA,PENALTY,0.3239,72,92,0
32-23,32,23,1,mandante,ATA,NORMAL,0.6000,72,92,1
32-23,32,23,2,mandante,ATA,NORMAL,0.6000,72,92,1
32-23,32,23,3,mandante,ATA,NORMAL,0.6000,72,92,0
69-49,69,49,0,visitante,ATA,NORMAL,0.6000,56,57,0
69-49,69,49,1,visitante,ATA,NORMAL,0.6000,56,57,1
69-49,69,49,2,visitante,ATA,NORMAL,0.6000,56,57,0
69-49,69,49,3,mandante,MEI,NORMAL,0.2510,39,74,0
69-49,69,49,4,mandante,ATA,NORMAL,0.4184,39,74,1
69-49,69,49,5,mandante,ATA,NORMAL,0.4184,39,74,1
69-49,69,49,6,visitante,LAT,NORMAL,0.1367,56,57,0
69-49,69,49,7,mandante,ATA,NORMAL,0.4184,39,74,1
37-1,37,1,0,visitante,VOL,NORMAL,0.1733,78,97,0
37-1,37,1,1,visitante,MEI,NORMAL,0.4160,78,97,0
37-1,37,1,2,visitante,ATA,NORMAL,0.6000,78,97,1
37-1,37,1,3,mandante,ATA,NORMAL,0.6000,75,85,0
37-1,37,1,4,mandante,LAT,NORMAL,0.1033,75,85,0
37-1,37,1,5,visitante,ATA,NORMAL,0.6000,78,97,1
72-19,72,19,0,mandante,MEI,NORMAL,0.1600,42,99,0
72-19,72,19,1,visitante,ATA,NORMAL,0.6000,80,65,1
72-19,72,19,2,visitante,ATA,NORMAL,0.6000,80,65,0
23-12,23,12,0,visitante,LAT,NORMAL,0.1269,86,92,0
23-12,23,12,1,visitante,ATA,NORMAL,0.6000,86,92,0
23-12,23,12,2,visitante,MEI,NORMAL,0.5078,86,92,0
23-12,23,12,3,visitante,VOL,CORNER,0.0304,86,92,0
23-12,23,12,4,mandante,VOL,NORMAL,0.1237,67,99,0
23-12,23,12,5,mandante,MEI,NORMAL,0.2969,67,99,1
63-41,63,41,0,mandante,ATA,NORMAL,0.4171,41,84,1
63-41,63,41,1,mandante,VOL,NORMAL,0.1043,41,84,1
63-41,63,41,2,mandante,ZAG,NORMAL,0.0209,41,84,0
63-41,63,41,3,mandante,LAT,NORMAL,0.0626,41,84,0
63-41,63,41,4,mandante,MEI,NORMAL,0.2503,41,84,1
63-41,63,41,5,visitante,ATA,NORMAL,0.6000,55,67,0
63-41,63,41,6,mandante,LAT,NORMAL,0.0626,41,84,0
1-18,1,18,0,mandante,ATA,NORMAL,0.6000,78,99,1
1-18,1,18,1,visitante,VOL,NORMAL,0.1782,87,85,0
1-18,1,18,2,mandante,ATA,NORMAL,0.6000,78,99,1
1-18,1,18,3,visitante,ATA,CORNER,0.0336,87,85,0
1-18,1,18,4,visitante,MEI,PENALTY,0.4204,87,85,0
75-58,75,58,0,mandante,VOL,NORMAL,0.0953,39,83,0
75-58,75,58,1,mandante,MEI,NORMAL,0.2287,39,83,0
75-58,75,58,2,mandante,ATA,NORMAL,0.3812,39,83,0
75-58,75,58,3,visitante,ATA,DIRECT_FK,0.0414,59,60,0
75-58,75,58,4,mandante,ZAG,NORMAL,0.0191,39,83,0
75-58,75,58,6,mandante,VOL,NORMAL,0.0953,39,83,0
75-58,75,58,7,mandante,MEI,CORNER,0.0181,39,83,0
64-40,64,40,0,visitante,VOL,NORMAL,0.3155,65,56,1
64-40,64,40,1,mandante,ATA,NORMAL,0.2875,34,90,1
64-40,64,40,2,visitante,LAT,NORMAL,0.1893,65,56,0
64-40,64,40,3,mandante,ATA,DIRECT_FK,0.0221,34,90,0
64-40,64,40,4,mandante,MEI,NORMAL,0.1725,34,90,1
79-14,79,14,0,visitante,VOL,CORNER,0.0380,80,67,0
79-14,79,14,1,visitante,ZAG,NORMAL,0.0730,80,67,0
79-14,79,14,2,mandante,ZAG,NORMAL,0.0119,41,99,0
79-14,79,14,3,mandante,VOL,NORMAL,0.0595,41,99,0
79-14,79,14,4,mandante,MEI,NORMAL,0.1428,41,99,0
22-77,22,77,0,mandante,MEI,NORMAL,0.6000,76,68,0
22-77,22,77,1,mandante,MEI,NORMAL,0.6000,76,68,1
22-77,22,77,2,mandante,MEI,NORMAL,0.6000,76,68,1
22-77,22,77,3,visitante,MEI,NORMAL,0.1395,47,96,0
52-49,52,49,0,visitante,LAT,NORMAL,0.0727,56,82,1
52-49,52,49,1,mandante,LAT,NORMAL,0.1281,62,74,0
52-49,52,49,2,visitante,MEI,NORMAL,0.2910,56,82,0
52-49,52,49,3,visitante,ATA,NORMAL,0.4849,56,82,0
52-49,52,49,4,mandante,VOL,NORMAL,0.2135,62,74,0
52-49,52,49,5,mandante,MEI,NORMAL,0.5123,62,74,1
52-49,52,49,6,mandante,ATA,NORMAL,0.6000,62,74,1
73-42,73,42,0,visitante,MEI,NORMAL,0.4042,48,64,1
73-42,73,42,1,mandante,ZAG,NORMAL,0.0242,35,70,0
73-42,73,42,2,mandante,ATA,NORMAL,0.4840,35,70,1
73-42,73,42,4,visitante,MEI,NORMAL,0.4042,48,64,1
73-42,73,42,5,mandante,MEI,NORMAL,0.2904,35,70,0
73-42,73,42,6,visitante,ATA,NORMAL,0.6000,48,64,1
73-42,73,42,7,mandante,MEI,NORMAL,0.2904,35,70,0
3-57,3,57,0,mandante,ATA,NORMAL,0.6000,75,83,0
3-57,3,57,1,mandante,MEI,PENALTY,0.3765,75,83,1
3-57,3,57,2,visitante,ATA,NORMAL,0.3480,57,82,1
3-57,3,57,3,visitante,ATA,NORMAL,0.3480,57,82,0
3-57,3,57,4,mandante,ATA,NORMAL,0.6000,75,83,1
3-57,3,57,5,visitante,VOL,NORMAL,0.0870,57,82,0
3-57,3,57,6,mandante,ATA,NORMAL,0.6000,75,83,0
3-57,3,57,7,mandante,MEI,NORMAL,0.6000,75,83,1
80-27,80,27,1,mandante,LAT,NORMAL,0.0483,44,92,0
80-27,80,27,2,visitante,MEI,NORMAL,0.6000,73,70,0
80-27,80,27,3,mandante,VOL,NORMAL,0.0805,44,92,0
80-27,80,27,4,mandante,ATA,NORMAL,0.3221,44,92,1
20-12,20,12,1,mandante,ATA,NORMAL,0.6000,80,99,1
20-12,20,12,2,mandante,ATA,NORMAL,0.6000,80,99,0
20-12,20,12,3,mandante,MEI,NORMAL,0.3917,80,99,0
20-12,20,12,5,mandante,ATA,NORMAL,0.6000,80,99,1
20-12,20,12,6,visitante,ATA,CORNER,0.0276,86,99,0
22-5,22,5,0,visitante,MEI,NORMAL,0.4465,86,96,0
22-5,22,5,1,mandante,ZAG,NORMAL,0.0298,76,99,0
22-5,22,5,2,mandante,VOL,NORMAL,0.1491,76,99,0
22-5,22,5,3,visitante,ATA,NORMAL,0.6000,86,96,0
5-23,5,23,0,visitante,ATA,NORMAL,0.3778,67,99,0
5-23,5,23,1,mandante,ATA,NORMAL,0.6000,86,92,1
5-23,5,23,2,visitante,VOL,NORMAL,0.0945,67,99,0
5-23,5,23,3,mandante,MEI,NORMAL,0.6000,86,92,0
5-23,5,23,4,visitante,ATA,NORMAL,0.3778,67,99,0
5-23,5,23,5,mandante,ATA,NORMAL,0.6000,86,92,0
60-80,60,80,0,mandante,VOL,NORMAL,0.2058,49,70,0
60-80,60,80,2,visitante,ATA,NORMAL,0.3521,44,81,1
60-80,60,80,3,mandante,ATA,NORMAL,0.6000,49,70,0
60-80,60,80,4,mandante,ZAG,NORMAL,0.0412,49,70,0
60-80,60,80,6,visitante,MEI,NORMAL,0.2113,44,81,0
60-80,60,80,7,mandante,ATA,NORMAL,0.6000,49,70,0
60-80,60,80,8,mandante,LAT,NORMAL,0.1235,49,70,0
22-44,22,44,0,visitante,ATA,NORMAL,0.3310,56,96,0
22-44,22,44,1,visitante,ZAG,NORMAL,0.0166,56,96,0
22-44,22,44,2,mandante,ZAG,NORMAL,0.0606,76,77,0
22-44,22,44,3,mandante,LAT,DIRECT_FK,0.0436,76,77,0
22-44,22,44,4,visitante,VOL,CORNER,0.0196,56,96,0
22-44,22,44,5,mandante,ATA,NORMAL,0.6000,76,77,1
22-44,22,44,6,mandante,ATA,NORMAL,0.6000,76,77,1
22-44,22,44,7,mandante,LAT,NORMAL,0.1817,76,77,1
22-44,22,44,8,mandante,LAT,NORMAL,0.1817,76,77,0
48-67,48,67,0,visitante,ATA,DIRECT_FK,0.0276,44,75,0
48-67,48,67,1,visitante,VOL,NORMAL,0.0914,44,75,0
48-67,48,67,2,visitante,VOL,NORMAL,0.0914,44,75,0
48-67,48,67,3,visitante,ATA,NORMAL,0.3657,44,75,1
48-67,48,67,4,mandante,ATA,NORMAL,0.6000,56,69,0
48-67,48,67,5,visitante,MEI,NORMAL,0.2194,44,75,0
48-67,48,67,6,mandante,VOL,NORMAL,0.2403,56,69,0
48-67,48,67,7,mandante,ATA,NORMAL,0.6000,56,69,1
48-67,48,67,8,mandante,LAT,NORMAL,0.1442,56,69,0
61-58,61,58,0,mandante,VOL,NORMAL,0.1069,43,83,1
61-58,61,58,1,visitante,VOL,NORMAL,0.2064,59,62,0
61-58,61,58,2,visitante,VOL,NORMAL,0.2064,59,62,1
61-58,61,58,3,mandante,ATA,NORMAL,0.4276,43,83,1
61-58,61,58,5,visitante,VOL,NORMAL,0.2064,59,62,1
61-58,61,58,6,visitante,ATA,NORMAL,0.6000,59,62,1
57-78,57,78,0,mandante,ATA,NORMAL,0.6000,57,58,0
57-78,57,78,1,mandante,VOL,DIRECT_FK,0.0409,57,58,0
57-78,57,78,2,mandante,LAT,NORMAL,0.1789,57,58,1
57-78,57,78,3,visitante,VOL,NORMAL,0.0726,39,83,0
57-78,57,78,4,mandante,LAT,DIRECT_FK,0.0409,57,58,0
57-78,57,78,5,visitante,ATA,NORMAL,0.2904,39,83,0
57-78,57,78,6,visitante,MEI,NORMAL,0.1743,39,83,0
57-78,57,78,7,mandante,ATA,NORMAL,0.6000,57,58,0
57-78,57,78,8,mandante,LAT,NORMAL,0.1789,57,58,1
58-37,58,37,0,visitante,ATA,CORNER,0.0301,75,83,0
58-37,58,37,1,visitante,MEI,NORMAL,0.4823,75,83,1
58-37,58,37,2,mandante,MEI,PENALTY,0.2533,59,97,0
58-37,58,37,3,mandante,ZAG,NORMAL,0.0237,59,97,0
58-37,58,37,4,mandante,LAT,NORMAL,0.0712,59,97,0
58-37,58,37,5,mandante,ATA,DIRECT_FK,0.0270,59,97,0
58-37,58,37,6,visitante,ZAG,NORMAL,0.0402,75,83,0
58-37,58,37,7,mandante,MEI,NORMAL,0.2847,59,97,0
58-37,58,37,8,visitante,LAT,NORMAL,0.1206,75,83,0
21-74,21,74,0,visitante,LAT,NORMAL,0.0302,43,98,0
21-74,21,74,1,mandante,MEI,NORMAL,0.6000,72,65,1
21-74,21,74,2,mandante,ATA,CORNER,0.0353,72,65,0
21-74,21,74,3,mandante,VOL,NORMAL,0.4176,72,65,0
52-44,52,44,0,visitante,ATA,DIRECT_FK,0.0314,56,82,0
52-44,52,44,1,visitante,ATA,NORMAL,0.4770,56,82,1
52-44,52,44,2,mandante,ATA,NORMAL,0.6000,62,77,1
52-44,52,44,3,mandante,VOL,NORMAL,0.2100,62,77,1
52-44,52,44,4,visitante,ATA,NORMAL,0.4770,56,82,1
52-44,52,44,5,visitante,ATA,CORNER,0.0235,56,82,0
52-44,52,44,6,visitante,VOL,NORMAL,0.1192,56,82,0
23-30,23,30,0,mandante,MEI,NORMAL,0.3571,67,99,1
23-30,23,30,1,visitante,ATA,NORMAL,0.5992,72,92,1
23-30,23,30,2,mandante,ATA,NORMAL,0.5952,67,99,1
23-30,23,30,3,visitante,MEI,NORMAL,0.3595,72,92,1
23-30,23,30,4,visitante,ATA,NORMAL,0.5992,72,92,1
23-30,23,30,5,visitante,ATA,NORMAL,0.5992,72,92,1
23-30,23,30,6,mandante,VOL,NORMAL,0.1488,67,99,0
72-53,72,53,0,visitante,VOL,NORMAL,0.1628,52,65,0
72-53,72,53,1,visitante,MEI,NORMAL,0.3906,52,65,0
72-53,72,53,2,mandante,MEI,NORMAL,0.2943,42,78,1
72-53,72,53,3,visitante,ZAG,NORMAL,0.0326,52,65,0
72-53,72,53,4,visitante,MEI,NORMAL,0.3906,52,65,0
78-33,78,33,0,mandante,ATA,NORMAL,0.2767,39,94,0
78-33,78,33,1,visitante,MEI,NORMAL,0.6000,72,58,1
78-33,78,33,2,visitante,MEI,NORMAL,0.6000,72,58,1
78-33,78,33,3,visitante,ATA,NORMAL,0.6000,72,58,1
